RestaurantID,Cuisine
Bu_OtyFrzgl0rYvm6OrAnQ,american
5gcrlif2enGxj7eKAoz-5g,american
hcgSNISIXGOTjOvhHEF_BA,american
4RwTKkGxx-IQ_ekMTCFiNQ,american
Sq_rG-TCyxnajp6jae89SA,american
CdqIBnH7CYmBJd13Op855A,american
hw8ziubXsFocun6KR04VVg,american
hpzm2ZMMccvsm3etCxnJEw,american
23keT4nl99-UhTtpTzlB8w,american
r0FV_JwCxtegtB5ohcds7Q,american
VZHyAmdFDreQqL0BT-zdoA,american
Vv38T5zv21nlzzfEVr9Cdg,american
_FIsTmbweNwSdtXKvhWjIQ,american
WA6HwJ3UlGWWCeJdOTlLWw,american
7woP6qG-FfYS_fxSoGt8dA,american
Hdb6QepRYoFm62Ce8wj4Qw,american
jWOCi1QG8c-v0YXRSdd57A,american
pg-crIvq6f5Cl6mGohzkTA,american
Bw2ILGtTT9RBcTGNTafV9w,american
lbeC0TUKLfPcT3vC_pw1nQ,american
P0bqBzB0zn9WAPP2nidxNg,american
H4fS32597GN025rMM85W-g,american
m-JwITbcZg8kDIHG7375Jw,american
cqdg3bP870-y2cHzckLcFw,american
zEbx_qhw3uUnLAz9dz4E7g,american
_4SRjkV9n-30lVCuYyKb7g,american
kt1WO5imurOh6nhbaQK6cQ,american
wuzvmKPUf0xT82f5UdIJ-w,american
6tyauFgQh7Ta8RJfm-HklA,american
EMtj3c2ep8SqJJA17WHgZQ,american
D22DefOjniA9XoYRrcfO6A,american
Xu8H24NxJJxEE-9wGp_AMA,american
NMVRHrkdp68twl4CWo1I5A,american
unvPj03e9UQfzxgfuog68g,american
Vka16LJBpFixgh-vs2fymg,american
ywtz42-k2CNO2XdWzNZxwQ,american
f5csvsEkOEdBWLeBOdZcLg,american
x2ATnp8-hXFhr_XznPYPMw,american
yGpPYyu3s8iVNuO0ktqsDw,american
WqjqHMozyW42XLTtLnKGag,american
4nohlTsGHEDdpwYkRTt-fA,american
PKE5qKY7FXOoZt2NiWtbig,american
tIqk0ZWGoItm4oR-l4o4aw,american
BF6pY829iPBERt15CG1g3w,american
6qcydPo5eTSB4XHyyZDvkA,american
Rc1lxc5lSKJYd162JHNMfQ,american
VLGmFHE4s0Sfu0piMVQa1Q,american
trEnFaHqRkJqtjRvzx7PsQ,american
EuoHL-sfKlSoLdeYDJZgUA,american
lUQR6cZlHHKXOksH5xOTqA,american
RDSBDb9U7UfHCEg0mnmEGQ,american
GwkyRCv3SmdkfDA_sdE6kg,american
oo4y63gB623zySTadO1b9Q,american
lc2VvWOFNyTGEkqRMguxKw,american
25KSIumOXSnysnUIGAhNYw,american
TH098tNnx67NuQoAxPrPcg,american
T30fVIwEeJMvJQm9tikXbA,american
bL6gcUWgFt7mOZYT_FaGSg,american
hxGhxBnerDaaRhrgoIi5rg,american
gRfLqdUHP5k_YKRpRW9AOQ,american
k66YEH3vXH_sNOQ7-vT1UQ,american
vU1_-GPs21FfCTWr80y0uw,american
5gVOw3RTaZ-NavNQx2M83g,american
EhDC-l9TT-9JIsl0Ze8nuA,american
CrvXivXCs4rufuDgXydTng,american
lWRewIKhKFzwY_mszFV2CA,american
LcmRObvsi8JkxFCJ_l2_1g,american
VZq7ZKqOxqTFzhdEc9E80A,american
N4q6Y9cpvUbJ3O5rydrSbQ,american
f-sL-VgQzte0StcqI3KkJw,american
_RwP1rTVm3WXy8WVU5t38g,american
r0ZhE8THweDltcwFj4xxuQ,american
gtIfUULNfiwohggcuvjMEA,american
Y_jBqqkIhDxasv4blnq12g,american
Pnctt51ISTO3Z1QbISVqAA,american
JylIStPfFLOctHdlglvALA,american
NG1VpA2m9L6F1lslfbF-tg,american
A1hTCaZCnqlZGDR10YEEEA,american
CM0RFd0kqkT-LdC3gXGk2Q,american
q2B2iHIQQbrU0kNt0brvuA,american
rQpO1Eie_zmeAOQ9s-T0sQ,american
ehyZHDeH7d1KOJLrOHfnEw,american
cHZOOKH9nhqNM6wLzPmIkg,american
XSvT4-d8mDeXBJDoG7pZHw,american
c-1QbaEjsARoH7lDg3btqw,american
Q1JvzJPb5-C2e8tbKADJ9A,american
9AMEw5Kiji_EEMYNON2rcQ,american
OHRcjU4AgVcnPM2sH-Rkgg,american
92vOHinyRpz2GI_clH8-uQ,american
NlSCY843jBk26w0leGeLVA,american
YbD1LxflNj-TLMF6LJgTSQ,american
W4mnJcaf42jqkSOHVjnWVw,american
pymPEcd_X1A1pvXHQeg0_w,american
W_o2Hu_L53VQTpb5q29Kuw,american
0WunNhGa1dKYMm1N0dXs6Q,american
ohLIPmzTysowInbte9XhMw,american
xTnivXEdEtXrnhp-z4JGvg,american
alFl7eiu6Go-YxZAdp88Fw,american
FgsN_18sk15FcTnYY3Ghjg,american
AFcjvmHY_8bRALxdIE2dwQ,american
FixPdsfm___2OV2ztzY8JQ,american
jPIZ3FR5LNcwPuUHi2Fe4g,american
vDc5hdbVj79EBsqPIz5PDQ,american
eaPm1uzrmy26P_T-l5iZCA,american
EabbdIeb0D_8UUQ0KmoPlA,american
VfkRZSHloLeoHkYL9EmIbw,american
n5dgVb4S_O4Ak-eyvQ2_Tg,american
xSoX0x8FO54CbAiRC4JDNQ,american
wua1Rw6xlIm6VYVy44G87g,american
s41IdamLoN-q6SBVcj7jtg,american
b5XMkzCcEJtAfp3a3jXW8w,american
5ceyRQJOItktS3cSv3vScA,american
zZpuUqF0iENnyYd2UYIX6w,american
mZ4gS44JZQ4F5lYO164_gQ,american
0QGdHJtqRJOvw7gm8qOZmQ,american
7Ga0ZBa-92OfiifPIVW98A,american
OkhbpTKJMb5_osTuynmT9Q,american
1raNn0l3I4H9PcAJce69Sw,american
nF-EOBd_H1fX50iT1EIVZA,american
M7Bl6U2EjxI-n0ksoYtZ8w,american
fwH7iD4-xY2ABrlZznP8CA,american
oSpBTTBYy_sWDXiZF5CSdg,american
iYmTPHpjcb3xtHn8DlkoWQ,american
2T0PrQv78pbj9HCrFQQY_g,american
oJYQFBducPsb-497lonrTQ,american
I0cCH0mw6WGyClL6OSE3Jg,american
26E3j9l0XW_onVIUP-ThCw,american
UjdqrYedKDokSPE2dDwFbA,american
LZdJ2Z0P_g_eUd1RZ56Row,american
boJPw2UISD67hm3Ro0kong,american
0ijJgm5P9BygsuQKV4saNw,american
ud4-0gH8YlAExTBJoADPtw,american
OIYcEr5vl8Pq9J9K78e4bg,american
zA6VQtGiqL-R8hcrFyc6Pg,american
7JRE8aBK5xnxwCCGcspuzQ,american
zJuzNI0yhWIHke-gh_Y5Vw,american
nNq8BY8eao9Q8dRlx5zf1g,american
jjmwO_fSM4xjvt2vmX9NbQ,american
uwx3yy7Wu5u55EiXRv03aQ,arab
DKAVCg08eo2JTaS8HhSgrA,arab
OnboaU__upCD7tMXuSi4jw,arab
gpXJ1CuI01-5wnshykD-XA,arab
O8XXOQ1crVOjGsz1ARKCFA,arab
XtSPNWY6L70I6p9l8vnwWg,arab
lMyJ9lrwRddpsOR_WeMSww,arab
diUPT_muypq7W7dGSuSB-Q,arab
IuYN46e7DbCq9EjCvpqaZw,arab
ggm-5YHqX5pXgk5Uh42dEA,arab
B55Ocx5RBWxo6AGSucYSIA,arab
sR60I9PI_63noBQcGoIrbw,arab
0AoaUlXkQOlalpA3v-Ivqw,arab
trPF0KIleGw5SxiG0uNLKg,arab
owYYuyLvlsdjLz68c3SSfg,arab
ZXiT7FuFAkmjg4pXYxb06A,arab
GcBZDgOKOP-RkH_mI-DS9A,arab
3o0Jp9ttSpP1wu7Focs7xg,arab
VK_h9pHjXHJuA_nBz8FaUQ,arab
66wnc8I73ybidl1VUKVNuQ,arab
FWPV-2QYJ7_vcDyW8ciUFw,arab
N-M-c8yQFqGW1jn_tdCzPg,arab
ZoVVcwwbCxIhEmstLWrRvw,arab
lUpyqsKw-IBqsMgYIHZj7Q,arab
5TJdeGTJSOPjfJvGGO9cRw,arab
0FaLilJs2VN83hOEBcBnPg,arab
KwPwhRfnoVZwu7ztfzPSPA,arab
W4hobe10Fy54MKqmLaObEg,arab
OaLbgr9ardChJ90u16Ik9g,arab
6cypP1EYOC36cOAI3cq9AQ,arab
Tx3pJnxQo00twdxjvjc8Ow,arab
dzI6MzwKbrhJN5dEeUbX0w,arab
VMugGjWqmOfCXnYv_7aFWw,arab
jKCSGAMyS0KIcS-vKpEuaA,arab
L-IuiVoFMDSw2K6OAciP1g,arab
VSPkVw9gSQx-5v4A6aC_YA,arab
i38R1KxL99JoG-Ns7FyyGw,arab
Rj2ACaJcbroJLPDhRhzvBw,arab
Qx01ny6b5PIBJlvI5mhjCA,arab
t6klR5QA2oAWhKFZulBnkQ,arab
15_ODtslmB59M-FxU-mvUQ,arab
j0n_poMVZnODYOFviLbh0Q,arab
cZ4TwM7VnDhgNB6kapneSg,arab
bDx0oXgxO0Cy8uH_NbsE9w,arab
Jqnm2_8Rt70YYQBhhFLwGQ,arab
GzLvItrtwlPpkH0HPEC_5w,arab
ExvoimQ4LzY3UWtZ6m6Lgw,arab
TdAjlHUnsMyFsJheue8aRQ,arab
L-0kBMMibv1iZbbz-uPv3g,arab
m0HUo-Vzs3Oxb9MqCu4V7Q,arab
JZ45uaCB6SLBYng22_dplQ,arab
PfQJMZQdC_33d0XCo3zeXQ,arab
51YLgpfHKfXxOkDFe9sT-w,arab
xEnNFXtMLDF5kZDxfaCJgA,arab
oBORgWrnY4rRVyhPsYaTWw,arab
IFZ3_d01uflGixWrrD8_gg,arab
JOXl-jcvaciJa_oQAvFkbA,arab
-QIPdiq5ILg_EJqdVoCqEA,arab
krZunArZFdp_2G1arwVuVw,arab
lxHKbp0hReRBPZcq4fUUow,arab
yXK9VSId2tqYNmk-31jAEQ,arab
6eVNHrnp67ZniJYLik1qig,arab
VnmhnILiO3_TPNPIRU7Qug,arab
TxHx1fb8O_MsfQB_ODdTQg,arab
XCpvVDi-eMDid3s6LrDIuw,arab
5hyFH-JfrlBhgPDmvelkIA,arab
Bt6RoIcazXayp1a8lMSvzA,arab
6KcS6hc2j4kJi2XTGxC1eg,arab
Z4OF9kKSikiYZCx62_aq8A,arab
WEDQ3ysOS2twleC7TZlmGw,arab
rrxcBTWS827bJ4oBr5a_ww,arab
n_KosOPSHS81Yq0D6X3peQ,arab
7CM15wd5d8WC_pHR674YXA,arab
jUD3vbZS_MGkDk2yfBXZuQ,arab
BU_GtPGTCy5KiJ6g8Ltdwg,arab
V37ECDCspDO5x1h_eEoHoA,arab
3ONTr2C4Fw9X-BLcqHIWoQ,arab
MFMSxL7cUlZpQlOVmRoh9g,arab
r2gZ3MzTxQ4mTeH-0-Qtyw,arab
GvMkdNIYB8K5UOjJiKm8ew,arab
kDhtG0Z93f-ADZzMUB9GaQ,arab
K0UNoqk1PczdaiZfoMRbEA,arab
P4pP92PS9V_QrGe5QS0XjQ,arab
ArRjkFlv7aIUfxNLvI1bwA,arab
maZVyQ0jQ24MeaP9-72XxQ,arab
eT2rROrWDAr0auGYqQrp9A,arab
ZfVHyRKrP7OQnaUmItRK1A,arab
J0LA9MFOlGEXsc0lugFAUg,arab
RoIl1F0_4A94DdP_xy8Mwg,arab
8TfhQaCxux6Eq8SK8iqyoQ,arab
TYUcE9t6bA9kCEqRNud5Dg,arab
VkjEkhPUg-_JaK6-AL5Vsg,arab
uiMACekp57nTQJaCwrQ5_w,arab
w_4kEnanUloKJVDIJAUUyg,arab
nJNn6RRU32Su3dxq0_RIEw,arab
IAkuOKQwtJSiejXm4Wk98Q,arab
3FzpZE56CHuipiY_JDT3EA,arab
F7YMlbH8SbcK0BnmPgmnXw,arab
YC3PEPVd8eqvuqc5fAtUDA,arab
iJX38wGhQFSQO3kchuRcMQ,arab
jYQijI8_-Zh8CX2jAIBiYQ,arab
rPy1rO3KEsSiVO0DXfDN3g,arab
XDL8GWy3uCB8bdpMiRLRJw,arab
h_X1VLP4eVHmaQW6yAAbBg,arab
UqYxtrutXYdielZXMFLZug,arab
B8CU-uft0JEuZbEf1uQ7qg,arab
deJwwVdY2L88MAMKxE5S7A,arab
iufQFxf-g1j-5lC6GRTiog,arab
z3vcYpnDgnBzZNqhQMOHUA,arab
6G0urbBDz_CnYnGXApgUcw,arab
wctR1TrheHAwpHZ2sJknEw,arab
bNO0801dOoSSFJuDdTDzYQ,arab
8V7TRbftgcyzobXuzHEP_g,arab
jwssDDRcC88xejYw0ZyFkw,arab
jAaVnUKLITkuhzwXIe0vLQ,arab
oqVG2LsTwvRzgJxId5pqiw,arab
CCBy_QYHbTtPrAKHS3pqHg,arab
OMRkRHFXmS9txTWirA-yMA,arab
nGpC40fxoDQ-Ft0h-_gkVg,arab
U45dUNzVKs2KlM5HRgbDGA,arab
ubeG-hyIV8qoSSAk_pAZ2A,arab
lnTPfdaqDqWjywWewsE2Lw,arab
wA_KKu3X36JcaUPgFjyIHg,arab
WIe7Qi3uOoMKU2ZbHfTGew,arab
4lvM8_IWe_TgSszfwhmrdg,arab
JdXqygDw4yXQcy5lw9VI4A,arab
kpxXi23lUQkeJQH-2BtzDw,arab
g512kssHLLTdDbUJHTmJFw,chinese
3ESDUFulPVoMJdsqPQGm0A,chinese
wurhcLKXD4YJ5XfTxpbE5Q,chinese
IregrqaJgF9jEghC5yljFw,chinese
00J0yKkOuOxMhqt-Dg9daw,chinese
NIGYFezOj_F_M5GskaN-2Q,chinese
GFxJmkqrqiF87e--ka_TlQ,chinese
fWX7sIzv_WTgZXdSwxYBPg,chinese
pPqEu60FMffpiWqk2MCrVA,chinese
Ej-hrhc8HFWfijN4X5akOg,chinese
dSaMEWm0EQTG4TOeUetU5w,chinese
XDboe1zVxSRRMgHObYULSA,chinese
Y3UBu639SToFR0xHHBg1xA,chinese
XfHgiIsoo1Pr_v04bx9ptg,chinese
E7q1Qf6380N_aMqz28EgNw,chinese
xLJnT-pB4VECJzmUf1Whpg,chinese
6gE9N5wD4K-bbmSEBm7Lhw,chinese
XvOhc15ETRp8FkK1_lVizQ,chinese
Rb9M86u6jYQmX3ubZuP9jw,chinese
KKVwdNvTz_YLf4f1msyBHQ,chinese
if59rbMD_wvjtGLSx6Butw,chinese
NLHHXy87krCnRGXkeLhmsw,chinese
ldEnlFvW6Rqqoryh6hdDpQ,chinese
VQ5YGa4L4AT3ugF61hM9qQ,chinese
Dr_eezrA2Cc_azMYnwhRkA,chinese
LJntAPKObO0OfydYm3_bzQ,chinese
9jMek1KMCVXlRZJQWTCbxA,chinese
AlI7c_m9flexz49nzgam2g,chinese
TV_SgLl25-sUk7uVqPy-5w,chinese
5J0lUZ3yyYM1QGohm-IvfA,chinese
oJjMYhA6z1_BVaQpSdyl8g,chinese
ovOupYdkZOWUeDMOdt--ng,chinese
qNMPfDIoPFGHmEHnJBnl1A,chinese
fl1QLAbKNWeIRHO_msnFbQ,chinese
rkeH5HJIuX7ZcOaYNum9xA,chinese
rYw5rQbWRX9buZHZbxqWdA,chinese
fjEtp-z1094fCTzL_tMDAw,chinese
nrPfcOC4mGnEL-9CpoGhMg,chinese
PUwrkoUztUYs4VdHlK9qBg,chinese
ZqBD5rwnfCfMxF_-qmhMrw,chinese
LpSjWO4ZU6rbxGUetRp1mA,chinese
BUB1ej9y5RBseuy5VyOpxw,chinese
nXh79laNQ7leN92F5Ore-Q,chinese
d74O9YD3anZwYmanGzRmJA,chinese
Pj7vKy-QJBwUokCMji2MZQ,chinese
vgG8hgJbPLKfx-n9TYqCDw,chinese
4npQPrRezdLIkKWMdXpjFA,chinese
IhSVn0TaX8xXb3wcQ-fgcA,chinese
lynQoI3w_pzYfHGeuUU-Qg,chinese
-ayJl5BQbChsHqAMBSfE0Q,chinese
5u4T6-Z-KhHrRZ9g54pugQ,chinese
6Tz14_X7MCFKl0LK-65fnQ,chinese
agCuWjaUJ8xBO_PDDQRiGw,chinese
Xf6e3HaP0AgMBxY7dEDkOA,chinese
DMD9T2qmLopzy0JjQYtCag,chinese
Mx4jHwGh5ZFHRMyiWZ_xfw,chinese
KEWIhmU2R2kZH3BtARkWlg,chinese
5a1e4YegoUkikCuU208w8w,chinese
h4bC0yhdgs8MuxhfwyWplA,chinese
YZBXBB0M6JHtk_LNsraLpg,chinese
-P9Wu5pDLTpmV3QBxTSgYg,chinese
B7dR05bIWJ6qgUYk5jvzYQ,chinese
8ig0yf0003DAp4YOGTlbVg,chinese
zhvKXi26JdVGzovZaR6zQQ,chinese
bT4CDzyhV-frXV6ijvXnvw,chinese
2IrDzLVFUFPp229c1x8YNw,chinese
Y6RpeX_aAwY6aIWKaGs0OA,chinese
fCphbZ6d5SbUUL0TTLcIPg,chinese
RPMfsbjMx0hAgpdGnw_bPg,chinese
znB_ZvfFDJWjqYFzuGV8qg,chinese
SNDUD4LFjVHWwrdAkokxRg,chinese
PBNV7luTABwO-m83BYBJdg,chinese
xd_8cHyPO8sjIV8JMojHnw,chinese
c7X862-pLuokbNuPB5azsQ,chinese
XbQNANeO1E4-yanLZHgCmw,chinese
syyAutLJqGApw6PuOImDQQ,chinese
TxaxeiUqQqcFrWrerNqgXw,chinese
olRNNJCJ2TJvPRmjBiOcGA,chinese
lgS9lE0Y9FhzT68zCj5QCw,chinese
wfhMIiMh2A2psCGONOVSlg,chinese
hdiQrGDT8enOzpxaipBzNA,chinese
2eR8ftw-GiTEwg3Y7Rm-MA,chinese
VbFYau70iG_s6UNFwYtGVQ,chinese
jhFqmhHRDf7TZcITsKntJA,chinese
SMrj71bWo1lomSbU8wXgyw,chinese
7IeZwAZI1o2orL8_Up3iJg,chinese
62Kedrco374IuZ_OFb0BxA,chinese
Z9t-ou4JhiBu-n4-F7hDng,chinese
SyvC0s3y0ZrtnLbwnvw7tw,chinese
--SoNTeCXFUx56no0OgibQ,chinese
4FD0TAxe70nb3ngk3sXF9Q,chinese
SNhDVaf_n7VDZcfry8mYdA,chinese
4--r7DCu5l9UEIjs4OwKSQ,chinese
jc7lVTvmYMIK5RNpENtS6w,chinese
XDv71A1J3aIOu_W5sVzZ2w,chinese
sBCJYLPNJuagg-aJ3Y_ozQ,chinese
e2VvPDW-uPp7AtGUO1jjhg,chinese
Puyzn1gagH9TsJz7EBJs3g,chinese
QO4Xm2VrG2PEHXVMPrf7Sw,chinese
NgY0RmhbpgAYb5t1jWT3OA,chinese
KSleHGTG1yL1E7OEFFPoNQ,chinese
zC5GU4K-IHc25kXf6DVCBg,chinese
Bb0h5Rs8ugSM2CjulRhfBw,chinese
qHi_FA4zSEkFshXQ4Chc9A,chinese
jeFZi99yBGWUT_2bdKyXRA,chinese
Lc1RSyHSjWtgyDRmcQqG2w,chinese
5TnBfeoBpxPPwIXMGBMasg,chinese
2wVirrAVg3ltAFHoHeXHMQ,chinese
Ja4MWGAyPw74Oy6HJ5RizA,chinese
ng1wpKuQOFjZNCOe5YTwHA,chinese
gQ6DNeLNWQV-zwWyuFeBpg,chinese
ECKMWJwm_sihRQIP1ydeOA,chinese
AeLz0uoZH3hxmkcXlwUIGg,chinese
qVBvZIgDcwSFsENWD1nWKQ,chinese
l1JScxc5eWUYFmFl6sODgg,chinese
rJ4N10Nbh-GM49qOSGFoAw,chinese
k8GFfCXO2FIIJIo0ICYSRA,chinese
BbODF2tZuw4xW_RFwMzwRg,chinese
__r8_g1cgDaiDn10cGeJ3Q,chinese
hFLwUehr6VL1wM76XysqRQ,chinese
bWENqo52d9fFPH9D-CWuqQ,chinese
7Wj_qQpxGGUPSkwA_Jg2lQ,chinese
1Duix1fA6zcJGdYAmBPkmw,chinese
rBUTVjRs5CcEMe3dfVRZJQ,chinese
Kqb7MjTPNkjPMoFRd-rWpw,chinese
Dqu-5RxNbbpBsL1Ssht9Ng,chinese
AbfZkSRMtiHE3naWrN-0Eg,chinese
5YbnCuCq3peyUXwlMIC-SQ,chinese
OX2B4KARPKNTxC39wpcqDA,chinese
GCcJqfBm3Fq-ccYwit6xcw,chinese
hgCYM-CETMxmNCerr2LrEQ,chinese
b03GEE_pYlLCdD6yShZKqw,chinese
E1QQuFMX7DAEt8jV4attkA,chinese
NmJ2xtfZrscfWB_a5wEbXQ,chinese
WRPJeH3goSpj5ke3Pkrnfw,chinese
ynIx549QFj29o84y1RSGyw,chinese
zb78ua-FlfFRj8v082giBw,chinese
wxUTM-FkpCvnoTGJfSXkWg,chinese
NR1_OJ17mLWAmRRd1Rcd7Q,chinese
NXg-oNpx0GYNiErdHb8L5A,chinese
wzmeaMTm5cZ1JCjep7iQeA,chinese
csakKl8IqAtTmPv7Hv-m4g,chinese
nBm-zxAWg_oA8JNtHxPvcw,chinese
2J3--ZI6CcoYLWSYYVdt7Q,chinese
pBNMZp_tKCAfRNx7-ybcHQ,chinese
UaQF4mv6hVjiegkwUvQeMQ,chinese
F2KRHRtnIAZJezs9UC2u6w,chinese
L9N9O2u_M9Daby9_myK4Yg,chinese
7ZQSMqWzvXMSetXnii2fBg,chinese
ItZ8CzZAGXGjB8_9HxDIXg,chinese
GIHPA9UylksLNx-5jQVVVA,chinese
pb_cHcy8D8UC-jQ-Q524ug,chinese
Dqp5Itsj9dN0Ewz8Gm853g,chinese
nI1UYDCYUTt23TpGxqnLKg,chinese
LUOjcKcx0gxiH7wJX9CijA,chinese
oe8GEFE4QLFAKt87y7zcgA,chinese
DmTz35KvxO20mH-pJxLNpg,chinese
zYoL-o9YJpGTwJ-Gmj8AFA,chinese
3oB2_2vpeIyxJt1GvlcZBA,chinese
dDXtga5Kgo5B1twdezcZJA,chinese
i68ePkcGmSimy2_OTDo5qQ,chinese
DsH2GQdj6lX-znyfDFFhhQ,chinese
UNyGz06_7RendbswIyNYtA,chinese
XaEFFUabnbH8ZF7ccmSAlQ,chinese
6OWMji5GiqRlRPZSb1lJ4A,chinese
95bPhynOQ4bHoUqJJv6UEQ,chinese
0dDCDQz7DrKkSvu9h2hcQw,chinese
X4hEgOBOLTYFhlWO-gAFxQ,chinese
1YGpTYD8xIuUpK_beMhzSw,chinese
9HD5HQiTkURkx5i7hL92EA,chinese
SVJNB9LqI13jtVyKMZVqeg,chinese
EZo6MdrZ_EH_MzUl93xkyA,chinese
kueEZRLEaNVo6Cow3hf56Q,chinese
MdDj13LgIs0WdbIdiyqB7Q,chinese
TWI3efEcCVsTErKFWz4Zqg,chinese
xoeAD3yGMlv5Gq6HX79XQw,chinese
75hwcHqtBI0x-Ej0OEklWA,chinese
fa5a7jksUak7yleWLWMigg,chinese
JlpVZdT1V-Pd5y3LH0xBPg,chinese
aije_BqBVVl-6T13QsnRqQ,chinese
U74_3F7r3tMhd6dmTmDBxQ,chinese
M-odQWSEfsR2mVEw7nKG-g,chinese
LztkKM-lvRraBbS9TVXzcg,chinese
lKxmH-hQ6ezKbq4URKrd-Q,chinese
Kge7lu5TkuBi5tzb6u-MWA,chinese
vSPKmk499CglpfJFuFvbvg,chinese
-2FAuHbWsc_rxuSaeYAhCw,chinese
cMr6hMg3HJmHe_B2Lylxtw,chinese
0WDHtP31HeVY0LP8INiFzQ,chinese
njqbo43rFzj934E5eHbPCw,chinese
1HjbS4hWLeHEwpC4EuWKYw,chinese
4qR-Q4EQb2vXC62OZC6jdw,chinese
PWo2Hs_AOImd4lCmyIBTXg,chinese
8DV1myPrW7SePZOK46IjLQ,chinese
ku3TyaUBEkuQtQXKq80Zlg,chinese
n1elkLPlnQX_PArLvuVVIg,chinese
gtEnSb_JU_zAtdv3WL7Fug,chinese
SMImQM_JfZkIZwflTgOAoQ,chinese
A73S-F6aUBatRnGtf4V0yA,chinese
AolkHo3ct8gGBlyyOmAkOg,chinese
bK-Y2zCIMolqRDHsaYUCWA,chinese
S-jThCG_S-7_xtm75nkB2Q,chinese
c1HgKFOT4Cc7TqWQD5mQBQ,chinese
x_t-FtDa5HVgc-wecp0HBg,chinese
JbAdL2vOd-8O_Xa2wRktug,chinese
53y6b_-YaptXhlm2-STzeA,chinese
lt3Leywt1pzy23OzDqYRVA,chinese
TbbpihlBxYidyE_O65Ajbw,chinese
XkL6fOBtaIqVCMXVCY9row,chinese
yFub1BhKEP-W-_ZM3_nJoQ,chinese
xK8VkEUjAdfrtUBHhvs4Ww,chinese
PGeL1b4xNJggpZsHEGoxjg,chinese
Wi367ViFEqzj_b308MqdOA,chinese
nAcVK-Y1_ojsRF_04o-x-A,chinese
l4fdf4e_xFvNnKqfdm3SLg,chinese
Cd11Q5nxqthvg5xQx2SW2g,chinese
R8V6kbUtyfPAwNNu46vMvg,chinese
kWJF8L1u5jdlkLBItUu16w,chinese
i2sHvYTM-vuvqqmgbFZwnQ,chinese
L37A2JWXfwR_PgKColA8xA,chinese
84zvcPTAVCsSVtzCUtSDtA,chinese
cn3JXMq29UfRkFCUD0Bhbw,chinese
si4n0EtvAl3QisVHoKPOuw,chinese
rK9XW6F5Hk6IZT1oJAFwtA,chinese
gWaK8OEXawE43-Di0ykTNQ,chinese
91rrB0aH3caC70oCkxAynA,chinese
dmX0ASRxBZJeMLFZ7WBK3g,chinese
9U5tPyF6QEiVntlyTemxKA,chinese
R26zweQ8-xoZS7iHkXQOvw,chinese
hNFe8WhCibrqT4sFcZmAgw,chinese
EFihj7vsRRXiF5la-UURyw,chinese
UiBQ8Uyu4wfOtEM1Rr8ycA,chinese
0CjK3esfpFcxIopebzjFxA,chinese
hjlvKeRTHA5mh1dNX4yM-w,chinese
cCHkQ5oISNafWnLoBpsagg,chinese
3TMP2pncE-0LwoDukbaqlg,chinese
fPW_GBZsnBNsIzK62sCHBg,chinese
d_TC6Om2EBTzHVm_lCgNtg,chinese
wdGMVLUzocmnl2tST0lheg,chinese
K5OWsf2u4GulpkW2-QLHrg,chinese
8UlRXXPaSI383aiOiJQi5A,chinese
rGmGim1ZDCxnF8n4NiKrYQ,chinese
GfLL6-n6UNZ07SEHfjeIgA,chinese
za9mYaRVWkwKkQfjRgvU0g,chinese
yzAJOjAV7BnLZpbISHZfWg,chinese
_usWsAYSKKV2q8xw-3ajrA,chinese
CesS-E8Q3ztX6VnkXO6wBg,chinese
6LfskUyZzmcDSV6h5kOwGw,chinese
kNOr6_g6QfBHdhf89j3g5w,chinese
pVAmaibwWIMe7UxC50AMGQ,chinese
97q5nUQTuBo_h00XCxna2A,chinese
tguMh2GgOcU9fu6WN3dqpw,chinese
lPIeccnT2RQTHFKpDafoxQ,chinese
bnDfFdiCcPzhuNWUJORvLQ,chinese
zubN8Ve-RyoljRZV4NRxEQ,chinese
Lp8vAE5nHSt5zbu-lSGK8A,chinese
spJTHaNjEzKwoEiYWR1ggA,chinese
pCfGgX0WxGASGM4-Yhr2Pw,chinese
I3_4xi2YNywn8-SKefQDjg,chinese
scTDvJ2M2jDbb1ntVeIyxA,chinese
BCkyeKuJl009EtwPBvVhzA,chinese
sQw7aEos_0FmO0UFtrJokg,chinese
RTFIMX31BPeZzx7kJJ1SCA,chinese
gqUR7hd3NsxOD_JrD-iFfQ,chinese
QBhHq4eN7rtFzmDUciVL-Q,chinese
w0pDi_iMZd5MqYQ7t5q1dQ,chinese
8ZBbl3VN-cu6PFOL0D7-8A,chinese
jO6NX93q_fYwYTHkqJ57Dg,chinese
mUl0wtO7tPkBocuJqZ-7Dw,chinese
wDuf4Qz9qsC62amLZgWNJQ,chinese
5KDfEi17KRFD1TrzZyT4lQ,chinese
Sj2StOWkhHIPE6_sS5RMCQ,chinese
h0pRCiJDrCN7tm3VX5tILQ,chinese
1jAB_uaI8-P_wSqOo2S3KQ,chinese
nCZItoG9cfqXBP5mn9Kv7A,chinese
N05331bMRnUwz48pRRvD7g,chinese
kwqOmEwWJ0D9PyCdFGE3-g,chinese
Va_mnsEvBghHXvc7uZIWJQ,chinese
U0SmczzYhahOeRxftjBPSg,chinese
w3wKbjuNCZnYoPOr-FCk5w,chinese
CMPJF2i7jo6Qt9kD3K7ASQ,chinese
vPbJRg5umcRMELTDsJik_A,chinese
